match,item?,attributes
QUOTIENT_MAP_OPEN_CLOSED,1,"open_in,subtopology,euclidean,open_in,subtopology,euclidean,closed_in,subtopology,euclidean,closed_in,subtopology,euclidean,closed_in,TOPSPACE_EUCLIDEAN_SUBTOPOLOGY,"
PASTING_LEMMA,1,"open_in,subtopology,euclidean,continuous_on,continuous_on,CONTINUOUS_OPEN_IN_PREIMAGE_EQ,OPEN_IN_SUBSET,TOPSPACE_EUCLIDEAN_SUBTOPOLOGY,OPEN_IN_UNIONS,OPEN_IN_TRANS,"
PASTING_LEMMA_EXISTS,1,"open_in,subtopology,euclidean,continuous_on,continuous_on,PASTING_LEMMA,"
CONTINUOUS_ON_UNION_LOCAL_OPEN,1,"open_in,subtopology,euclidean,open_in,subtopology,euclidean,continuous_on,continuous_on,continuous_on,PASTING_LEMMA,"
CONTINUOUS_ON_UNION_OPEN,1,"continuous_on,continuous_on,continuous_on,CONTINUOUS_ON_UNION_LOCAL_OPEN,OPEN_OPEN_IN_TRANS,OPEN_UNION,"
CONTINUOUS_ON_CASES_LOCAL_OPEN,1,"open_in,subtopology,euclidean,open_in,subtopology,euclidean,continuous_on,continuous_on,continuous_on,CONTINUOUS_ON_UNION_LOCAL_OPEN,CONTINUOUS_ON_EQ,"
CONTINUOUS_ON_CASES_OPEN,1,"continuous_on,continuous_on,continuous_on,CONTINUOUS_ON_CASES_LOCAL_OPEN,OPEN_OPEN_IN_TRANS,OPEN_UNION,"
LIM_LIFT_DOT,1,"LIM_CONST,LIM,"
CONTINUOUS_AT_LIFT_DOT,1,"continuous,at,CONTINUOUS_AT,LIM_LIFT_DOT,LIM_AT,"
CONTINUOUS_ON_LIFT_DOT,1,"continuous_on,CONTINUOUS_AT_IMP_CONTINUOUS_ON,CONTINUOUS_AT_LIFT_DOT,"
CLOSED_INTERVAL_LEFT,1,"closed,CLOSED_LIMPT,LIMPT_APPROACHABLE,"
CLOSED_INTERVAL_RIGHT,1,"closed,CLOSED_LIMPT,LIMPT_APPROACHABLE,"
CLOSED_HALFSPACE_LE,1,"closed,CONTINUOUS_ON_LIFT_DOT,CONTINUOUS_ON_CLOSED,CLOSED_IN,SUBTOPOLOGY_UNIV,CLOSED_IN_CLOSED,CLOSED_INTERVAL_LEFT,"
CLOSED_HALFSPACE_GE,1,"closed,CLOSED_HALFSPACE_LE,"
CLOSED_HYPERPLANE,1,"closed,CLOSED_INTER,CLOSED_HALFSPACE_LE,CLOSED_HALFSPACE_GE,"
CLOSED_STANDARD_HYPERPLANE,1,"closed,CLOSED_HYPERPLANE,"
CLOSED_HALFSPACE_COMPONENT_LE,1,"closed,CLOSED_HALFSPACE_LE,"
CLOSED_HALFSPACE_COMPONENT_GE,1,"closed,CLOSED_HALFSPACE_GE,"
OPEN_HALFSPACE_LT,1,"closed,CLOSED_HALFSPACE_GE,"
OPEN_HALFSPACE_COMPONENT_LT,1,"OPEN_HALFSPACE_LT,"
OPEN_HALFSPACE_GT,1,"closed,CLOSED_HALFSPACE_LE,"
OPEN_HALFSPACE_COMPONENT_GT,1,"OPEN_HALFSPACE_GT,"
OPEN_POSITIVE_MULTIPLES,1,"open_def,"
INTERIOR_HALFSPACE_LE,1,"interior,INTERIOR_UNIQUE,OPEN_HALFSPACE_LT,OPEN_CONTAINS_CBALL,IN_CBALL,"
INTERIOR_HALFSPACE_GE,1,"interior,INTERIOR_HALFSPACE_LE,"
INTERIOR_HALFSPACE_COMPONENT_LE,1,"interior,INTERIOR_HALFSPACE_LE,"
INTERIOR_HALFSPACE_COMPONENT_GE,1,"interior,INTERIOR_HALFSPACE_GE,"
CLOSURE_HALFSPACE_LT,1,"closure,CLOSURE_INTERIOR,INTERIOR_HALFSPACE_GE,"
CLOSURE_HALFSPACE_GT,1,"closure,CLOSURE_HALFSPACE_LT,"
CLOSURE_HALFSPACE_COMPONENT_LT,1,"closure,CLOSURE_HALFSPACE_LT,"
CLOSURE_HALFSPACE_COMPONENT_GT,1,"closure,CLOSURE_HALFSPACE_GT,"
INTERIOR_HYPERPLANE,1,"interior,INTERIOR_INTER,INTERIOR_HALFSPACE_LE,INTERIOR_HALFSPACE_GE,"
INTERIOR_STANDARD_HYPERPLANE,1,"interior,INTERIOR_HYPERPLANE,"
EMPTY_INTERIOR_LOWDIM,1,"interior,interior,interior,SUBSET_INTERIOR,INTERIOR_HYPERPLANE,"
UNBOUNDED_HALFSPACE_COMPONENT_LE,1,"bounded,bounded,"
UNBOUNDED_HALFSPACE_COMPONENT_GE,1,"bounded,BOUNDED_NEGATIONS,UNBOUNDED_HALFSPACE_COMPONENT_LE,"
UNBOUNDED_HALFSPACE_COMPONENT_LT,1,"bounded,BOUNDED_CLOSURE_EQ,CLOSURE_HALFSPACE_COMPONENT_LT,UNBOUNDED_HALFSPACE_COMPONENT_LE,"
UNBOUNDED_HALFSPACE_COMPONENT_GT,1,"bounded,BOUNDED_CLOSURE_EQ,CLOSURE_HALFSPACE_COMPONENT_GT,UNBOUNDED_HALFSPACE_COMPONENT_GE,"
BOUNDED_HALFSPACE_LE,1,"bounded,BOUNDED_EMPTY,NOT_BOUNDED_UNIV,UNBOUNDED_HALFSPACE_COMPONENT_LE,"
BOUNDED_HALFSPACE_GE,1,"bounded,BOUNDED_HALFSPACE_LE,"
BOUNDED_HALFSPACE_LT,1,"bounded,BOUNDED_EMPTY,NOT_BOUNDED_UNIV,BOUNDED_CLOSURE_EQ,CLOSURE_HALFSPACE_LT,BOUNDED_HALFSPACE_LE,"
BOUNDED_HALFSPACE_GT,1,"bounded,BOUNDED_HALFSPACE_LT,"
FORALL_IN_CLOSURE,1,"closed,continuous_on,closure,closure,CLOSURE_MINIMAL,CLOSED_CLOSURE,CLOSURE_SUBSET,CONTINUOUS_CLOSED_PREIMAGE,CLOSED_CLOSURE,"
CONTINUOUS_LE_ON_CLOSURE,1,"continuous_on,closure,closure,FORALL_IN_CLOSURE,CLOSED_HALFSPACE_COMPONENT_LE,"
CONTINUOUS_GE_ON_CLOSURE,1,"continuous_on,closure,closure,FORALL_IN_CLOSURE,CLOSED_HALFSPACE_COMPONENT_GE,"
CONTINUOUS_CONSTANT_ON_CLOSURE,1,"continuous_on,closure,closure,FORALL_IN_CLOSURE,CLOSED_SING,"
CONTINUOUS_AGREE_ON_CLOSURE,1,"continuous_on,closure,continuous_on,closure,closure,CONTINUOUS_CONSTANT_ON_CLOSURE,CONTINUOUS_ON_SUB,"
CONTINUOUS_CLOSED_IN_PREIMAGE_CONSTANT,1,"continuous_on,closed_in,subtopology,euclidean,CONTINUOUS_CLOSED_IN_PREIMAGE,CLOSED_SING,"
CONTINUOUS_CLOSED_PREIMAGE_CONSTANT,1,"continuous_on,closed,closed,CLOSED_EMPTY,CONTINUOUS_CLOSED_PREIMAGE,CLOSED_SING,"
CONTINUOUS_ON_CLOSURE,1,"continuous_on,closure,closure,continuous_on,CLOSURE_SUBSET,CLOSURE_APPROACHABLE,"
CONTINUOUS_ON_CLOSURE_SEQUENTIALLY,1,"continuous_on,closure,closure,sequentially,sequentially,CONTINUOUS_ON_CLOSURE,continuous_within,CONTINUOUS_WITHIN_SEQUENTIALLY,"
UNIFORMLY_CONTINUOUS_ON_CLOSURE,1,"uniformly_continuous_on,continuous_on,closure,uniformly_continuous_on,closure,uniformly_continuous_on,continuous_on,CLOSURE_APPROACHABLE,CLOSURE_SUBSET,CLOSURE_APPROACHABLE,CLOSURE_SUBSET,"
CONTINUOUS_AT_SQRT,1,"continuous,at,continuous_at,"
CONTINUOUS_WITHIN_LIFT_SQRT,1,"continuous,at,within,CONTINUOUS_WITHIN_SUBSET,CONTINUOUS_WITHIN_CLOSED_NONTRIVIAL,CLOSED_HALFSPACE_COMPONENT_GE,continuous_within,CONTINUOUS_AT_WITHIN,CONTINUOUS_AT_SQRT,"
CONTINUOUS_ON_LIFT_SQRT,1,"continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_WITHIN,CONTINUOUS_WITHIN_LIFT_SQRT,"
CONTINUOUS_ON_LIFT_SQRT_COMPOSE,1,"continuous_on,continuous_on,CONTINUOUS_ON_COMPOSE,CONTINUOUS_ON_LIFT_SQRT,"
UNIFORMLY_CONTINUOUS_IMP_CAUCHY_CONTINUOUS,1,"uniformly_continuous_on,cauchy,cauchy,uniformly_continuous_on,cauchy,"
CONTINUOUS_CLOSED_IMP_CAUCHY_CONTINUOUS,1,"continuous_on,closed,cauchy,cauchy,COMPLETE_EQ_CLOSED,CONTINUOUS_ON_SEQUENTIALLY,complete,CONVERGENT_IMP_CAUCHY,"
CAUCHY_CONTINUOUS_UNIQUENESS_LEMMA,1,"cauchy,cauchy,sequentially,sequentially,sequentially,sequentially,CONVERGENT_IMP_CAUCHY,CONVERGENT_EQ_CAUCHY,CONVERGENT_IMP_CAUCHY,CONVERGENT_EQ_CAUCHY,sequentially,LIM_UNIQUE,LIM_SUB,TRIVIAL_LIMIT_SEQUENTIALLY,cauchy,LIM_SEQUENTIALLY,sequentially,sequentially,LIM_SEQUENTIALLY,"
CAUCHY_CONTINUOUS_EXTENDS_TO_CLOSURE,1,"cauchy,cauchy,continuous_on,closure,closure,sequentially,CLOSURE_SEQUENTIAL,CAUCHY_CONTINUOUS_UNIQUENESS_LEMMA,CLOSURE_SUBSET,LIM_CONST_EQ,TRIVIAL_LIMIT_SEQUENTIALLY,CONTINUOUS_ON_CLOSURE_SEQUENTIALLY,LIM_TRANSFORM_EVENTUALLY,ALWAYS_EVENTUALLY,"
UNIFORMLY_CONTINUOUS_EXTENDS_TO_CLOSURE,1,"uniformly_continuous_on,uniformly_continuous_on,closure,continuous_on,closure,closure,CAUCHY_CONTINUOUS_EXTENDS_TO_CLOSURE,UNIFORMLY_CONTINUOUS_IMP_CAUCHY_CONTINUOUS,UNIFORMLY_CONTINUOUS_ON_CLOSURE,UNIFORMLY_CONTINUOUS_ON_EQ,CONTINUOUS_AGREE_ON_CLOSURE,"
CAUCHY_CONTINUOUS_IMP_CONTINUOUS,1,"cauchy,cauchy,continuous_on,CAUCHY_CONTINUOUS_EXTENDS_TO_CLOSURE,CONTINUOUS_ON_SUBSET,CLOSURE_SUBSET,CONTINUOUS_ON_EQ,"
LINEAR_LIM_0,1,"at,LIM_AT,"
LINEAR_CONTINUOUS_AT,1,"continuous,at,LINEAR_LIM_0,LIM_NULL,CONTINUOUS_AT,LIM_AT_ZERO,"
LINEAR_CONTINUOUS_WITHIN,1,"continuous,at,within,CONTINUOUS_AT_WITHIN,LINEAR_CONTINUOUS_AT,"
LINEAR_CONTINUOUS_ON,1,"continuous_on,LINEAR_CONTINUOUS_AT,CONTINUOUS_AT_IMP_CONTINUOUS_ON,"
LINEAR_UNIFORMLY_CONTINUOUS_ON,1,"uniformly_continuous_on,uniformly_continuous_on,"
BILINEAR_CONTINUOUS_AT_COMPOSE,1,"continuous,at,continuous,at,continuous,at,CONTINUOUS_AT,LIM_BILINEAR,"
BILINEAR_CONTINUOUS_WITHIN_COMPOSE,1,"continuous,at,within,continuous,at,within,continuous,at,within,CONTINUOUS_WITHIN,LIM_BILINEAR,"
BILINEAR_CONTINUOUS_ON_COMPOSE,1,"continuous_on,continuous_on,continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_WITHIN,BILINEAR_CONTINUOUS_WITHIN_COMPOSE,"
BILINEAR_DOT,1,""
CONTINUOUS_AT_LIFT_DOT2,1,"continuous,at,continuous,at,continuous,at,BILINEAR_CONTINUOUS_AT_COMPOSE,BILINEAR_DOT,"
CONTINUOUS_WITHIN_LIFT_DOT2,1,"continuous,at,within,continuous,at,within,continuous,at,within,BILINEAR_CONTINUOUS_WITHIN_COMPOSE,BILINEAR_DOT,"
CONTINUOUS_ON_LIFT_DOT2,1,"continuous_on,continuous_on,continuous_on,BILINEAR_CONTINUOUS_ON_COMPOSE,BILINEAR_DOT,"
CONTINUOUS_AT_COMPOSE_EQ,1,"continuous,at,continuous,at,continuous,at,continuous,at,CONTINUOUS_AT_COMPOSE,continuous,at,CONTINUOUS_AT_COMPOSE,"
CONTINUOUS_AT_TRANSLATION,1,"continuous,at,continuous,at,CONTINUOUS_AT_COMPOSE_EQ,CONTINUOUS_ADD,CONTINUOUS_SUB,CONTINUOUS_AT_ID,CONTINUOUS_CONST,"
CONTINUOUS_AT_LINEAR_IMAGE,1,"continuous,at,continuous,at,CONTINUOUS_AT_COMPOSE_EQ,LINEAR_CONTINUOUS_AT,"
INTERIOR_IMAGE_SUBSET,1,"continuous,at,interior,interior,interior,CONTINUOUS_OPEN_PREIMAGE_UNIV,"
CONTINUOUS_WITHIN_AVOID,1,"continuous,at,within,continuous_within,"
CONTINUOUS_AT_AVOID,1,"continuous,at,CONTINUOUS_WITHIN_AVOID,WITHIN_UNIV,"
CONTINUOUS_ON_AVOID,1,"continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_WITHIN,CONTINUOUS_WITHIN_AVOID,"
CONTINUOUS_ON_OPEN_AVOID,1,"continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_AT,CONTINUOUS_AT_AVOID,"
CONTINUOUS_LEVELSET_OPEN_IN_CASES,1,"connected,continuous_on,open_in,subtopology,euclidean,CONNECTED_CLOPEN,CONTINUOUS_CLOSED_IN_PREIMAGE_CONSTANT,"
CONTINUOUS_LEVELSET_OPEN_IN,1,"connected,continuous_on,open_in,subtopology,euclidean,CONTINUOUS_LEVELSET_OPEN_IN_CASES,"
CONTINUOUS_LEVELSET_OPEN,1,"connected,continuous_on,CONTINUOUS_LEVELSET_OPEN_IN,OPEN_IN_OPEN,"
OPEN_SCALING,1,"open_def,"
OPEN_NEGATIONS,1,"OPEN_SCALING,"
OPEN_TRANSLATION,1,"CONTINUOUS_OPEN_PREIMAGE_UNIV,CONTINUOUS_SUB,CONTINUOUS_AT_ID,CONTINUOUS_CONST,"
OPEN_TRANSLATION_EQ,1,"open_def,"
OPEN_AFFINITY,1,"OPEN_TRANSLATION,OPEN_SCALING,"
INTERIOR_TRANSLATION,1,"interior,interior,interior,"
OPEN_SUMS,1,"open_def,"
COMPACT_CONTINUOUS_IMAGE,1,"continuous_on,compact,compact,continuous_on,compact,LIM_SEQUENTIALLY,LIM_SEQUENTIALLY,"
COMPACT_LINEAR_IMAGE,1,"compact,compact,LINEAR_CONTINUOUS_ON,COMPACT_CONTINUOUS_IMAGE,"
COMPACT_LINEAR_IMAGE_EQ,1,"compact,compact,COMPACT_LINEAR_IMAGE,"
CONNECTED_CONTINUOUS_IMAGE,1,"continuous_on,connected,connected,CONTINUOUS_ON_OPEN,CONNECTED_CLOPEN,closed_in,TOPSPACE_EUCLIDEAN_SUBTOPOLOGY,"
CONNECTED_TRANSLATION,1,"connected,connected,CONNECTED_CONTINUOUS_IMAGE,CONTINUOUS_ON_ADD,CONTINUOUS_ON_ID,CONTINUOUS_ON_CONST,"
CONNECTED_TRANSLATION_EQ,1,"connected,connected,connected,"
CONNECTED_LINEAR_IMAGE,1,"connected,connected,LINEAR_CONTINUOUS_ON,CONNECTED_CONTINUOUS_IMAGE,"
CONNECTED_LINEAR_IMAGE_EQ,1,"connected,connected,CONNECTED_LINEAR_IMAGE,"
BOUNDED_UNIFORMLY_CONTINUOUS_IMAGE,1,"uniformly_continuous_on,bounded,bounded,UNIFORMLY_CONTINUOUS_EXTENDS_TO_CLOSURE,BOUNDED_SUBSET,closure,COMPACT_CLOSURE,UNIFORMLY_CONTINUOUS_IMP_CONTINUOUS,COMPACT_IMP_BOUNDED,COMPACT_CONTINUOUS_IMAGE,CLOSURE_SUBSET,"
connected_component,0,""
CONNECTED_COMPONENT_IN,1,"connected_component,connected_component,"
CONNECTED_COMPONENT_REFL,1,"connected_component,connected_component,CONNECTED_SING,"
CONNECTED_COMPONENT_REFL_EQ,1,"connected_component,CONNECTED_COMPONENT_REFL,connected_component,"
CONNECTED_COMPONENT_SYM,1,"connected_component,connected_component,connected_component,"
CONNECTED_COMPONENT_TRANS,1,"connected_component,connected_component,connected_component,connected_component,CONNECTED_UNION,"
CONNECTED_COMPONENT_OF_SUBSET,1,"connected_component,connected_component,connected_component,"
CONNECTED_COMPONENT_SET,1,"connected_component,connected,connected_component,"
CONNECTED_COMPONENT_UNIONS,1,"connected_component,connected,CONNECTED_COMPONENT_SET,"
CONNECTED_COMPONENT_SUBSET,1,"connected_component,CONNECTED_COMPONENT_SET,"
CONNECTED_CONNECTED_COMPONENT_SET,1,"connected,connected_component,CONNECTED_COMPONENT_UNIONS,CONNECTED_EMPTY,CONNECTED_UNIONS,"
CONNECTED_COMPONENT_EQ_SELF,1,"connected,connected_component,CONNECTED_CONNECTED_COMPONENT_SET,"
CONNECTED_IFF_CONNECTED_COMPONENT,1,"connected,connected_component,CONNECTED_CONNECTED_COMPONENT_SET,CONNECTED_COMPONENT_IN,"
CONNECTED_COMPONENT_MAXIMAL,1,"connected,connected_component,CONNECTED_COMPONENT_SET,"
CONNECTED_COMPONENT_MONO,1,"connected_component,connected_component,CONNECTED_COMPONENT_SET,"
CONNECTED_CONNECTED_COMPONENT,1,"connected,connected_component,CONNECTED_COMPONENT_UNIONS,CONNECTED_UNIONS,"
CONNECTED_COMPONENT_EQ_EMPTY,1,"connected_component,CONNECTED_COMPONENT_REFL_EQ,CONNECTED_COMPONENT_SET,"
CONNECTED_COMPONENT_EMPTY,1,"connected_component,CONNECTED_COMPONENT_EQ_EMPTY,"
CONNECTED_COMPONENT_EQ,1,"connected_component,connected_component,connected_component,CONNECTED_COMPONENT_SYM,CONNECTED_COMPONENT_TRANS,"
CLOSED_CONNECTED_COMPONENT,1,"closed,closed,connected_component,CONNECTED_COMPONENT_EQ_EMPTY,CLOSED_EMPTY,CLOSURE_EQ,CLOSURE_SUBSET,CONNECTED_COMPONENT_MAXIMAL,CONNECTED_CLOSURE,CONNECTED_CONNECTED_COMPONENT,CLOSURE_SUBSET,CONNECTED_COMPONENT_REFL_EQ,CLOSURE_MINIMAL,CONNECTED_COMPONENT_SUBSET,"
CONNECTED_COMPONENT_DISJOINT,1,"connected_component,connected_component,connected_component,CONNECTED_COMPONENT_SYM,CONNECTED_COMPONENT_TRANS,"
CONNECTED_COMPONENT_NONOVERLAP,1,"connected_component,connected_component,connected_component,connected_component,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_EQ_EMPTY,connected_component,connected_component,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_EQ,CONNECTED_COMPONENT_DISJOINT,"
CONNECTED_COMPONENT_OVERLAP,1,"connected_component,connected_component,connected_component,connected_component,CONNECTED_COMPONENT_NONOVERLAP,"
CONNECTED_COMPONENT_SYM_EQ,1,"connected_component,connected_component,CONNECTED_COMPONENT_SYM,"
CONNECTED_COMPONENT_EQ_EQ,1,"connected_component,connected_component,connected_component,CONNECTED_COMPONENT_TRANS,CONNECTED_COMPONENT_REFL,CONNECTED_COMPONENT_SYM,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_SYM_EQ,CONNECTED_COMPONENT_EQ_EMPTY,"
CONNECTED_EQ_CONNECTED_COMPONENT_EQ,1,"connected,connected_component,connected_component,CONNECTED_COMPONENT_EQ_EQ,CONNECTED_IFF_CONNECTED_COMPONENT,"
CONNECTED_COMPONENT_IDEMP,1,"connected_component,connected_component,connected_component,connected_component,CONNECTED_COMPONENT_MAXIMAL,CONNECTED_COMPONENT_SUBSET,"
CONNECTED_COMPONENT_UNIQUE,1,"connected,connected,connected_component,CONNECTED_COMPONENT_SUBSET,CONNECTED_CONNECTED_COMPONENT,CONNECTED_COMPONENT_REFL_EQ,CONNECTED_COMPONENT_MAXIMAL,"
JOINABLE_CONNECTED_COMPONENT_EQ,1,"connected,connected_component,connected_component,connected_component,connected_component,CONNECTED_COMPONENT_EQ,CONNECTED_COMPONENT_TRANS,CONNECTED_COMPONENT_TRANS,connected_component,CONNECTED_COMPONENT_SYM,"
CONNECTED_COMPONENT_TRANSLATION,1,"connected_component,connected_component,CONNECTED_COMPONENT_SET,"
CONNECTED_COMPONENT_LINEAR_IMAGE,1,"connected_component,connected_component,CONNECTED_COMPONENT_SET,"
UNIONS_CONNECTED_COMPONENT,1,"connected_component,CONNECTED_COMPONENT_SUBSET,CONNECTED_COMPONENT_REFL_EQ,"
CLOSED_IN_CONNECTED_COMPONENT,1,"closed_in,subtopology,euclidean,connected_component,connected_component,CLOSED_IN_EMPTY,CONNECTED_COMPONENT_EQ_EMPTY,CLOSED_IN_CLOSED,closure,connected_component,CLOSED_CLOSURE,CONNECTED_COMPONENT_SUBSET,CLOSURE_SUBSET,CONNECTED_COMPONENT_MAXIMAL,CLOSURE_SUBSET,CONNECTED_COMPONENT_REFL_EQ,CONNECTED_INTERMEDIATE_CLOSURE,connected_component,CONNECTED_CONNECTED_COMPONENT,CONNECTED_COMPONENT_SUBSET,CLOSURE_SUBSET,"
OPEN_IN_CONNECTED_COMPONENT,1,"connected_component,open_in,subtopology,euclidean,connected_component,connected_component,connected_component,connected_component,UNIONS_CONNECTED_COMPONENT,CONNECTED_COMPONENT_SUBSET,OPEN_IN_DIFF,OPEN_IN_SUBTOPOLOGY_REFL,TOPSPACE_EUCLIDEAN,CLOSED_IN_UNIONS,connected_component,connected_component,connected_component,connected_component,connected_component,CONNECTED_COMPONENT_OVERLAP,CLOSED_IN_CONNECTED_COMPONENT,CLOSED_IN_EMPTY,"
components,0,""
IN_COMPONENTS,1,"components,connected_component,components,"
UNIONS_COMPONENTS,1,"components,connected_component,components,CONNECTED_COMPONENT_SET,connected,CONNECTED_SING,IN_COMPONENTS,components,connected_component,CONNECTED_COMPONENT_SUBSET,"
PAIRWISE_DISJOINT_COMPONENTS,1,"components,connected_component,connected_component,IN_COMPONENTS,CONNECTED_COMPONENT_NONOVERLAP,"
IN_COMPONENTS_NONEMPTY,1,"components,components,CONNECTED_COMPONENT_EQ_EMPTY,"
IN_COMPONENTS_SUBSET,1,"components,components,CONNECTED_COMPONENT_SUBSET,"
IN_COMPONENTS_CONNECTED,1,"components,connected,components,CONNECTED_CONNECTED_COMPONENT,"
IN_COMPONENTS_MAXIMAL,1,"components,connected,connected,components,CONNECTED_COMPONENT_EQ_EMPTY,CONNECTED_COMPONENT_SUBSET,CONNECTED_CONNECTED_COMPONENT,CONNECTED_COMPONENT_MAXIMAL,CONNECTED_COMPONENT_REFL,CONNECTED_COMPONENT_UNIQUE,CONNECTED_UNION,"
JOINABLE_COMPONENTS_EQ,1,"connected,components,components,components,JOINABLE_CONNECTED_COMPONENT_EQ,"
CLOSED_COMPONENTS,1,"closed,components,closed,components,CLOSED_CONNECTED_COMPONENT,"
CONTINUOUS_ON_COMPONENTS_GEN,1,"components,open_in,subtopology,euclidean,continuous_on,continuous_on,CONTINUOUS_OPEN_IN_PREIMAGE_EQ,components,UNIONS_COMPONENTS,OPEN_IN_UNIONS,OPEN_IN_TRANS,"
COMPONENTS_NONOVERLAP,1,"components,components,components,CONNECTED_COMPONENT_NONOVERLAP,"
COMPONENTS_EQ,1,"components,components,COMPONENTS_NONOVERLAP,"
COMPONENTS_EQ_EMPTY,1,"components,components,connected_component,"
CONNECTED_EQ_CONNECTED_COMPONENTS_EQ,1,"connected,components,components,components,CONNECTED_EQ_CONNECTED_COMPONENT_EQ,"
COMPONENTS_EQ_SING,0,""
IN_COMPONENTS_SELF,1,"components,connected,IN_COMPONENTS_NONEMPTY,IN_COMPONENTS_CONNECTED,COMPONENTS_EQ_SING,"
COMPONENTS_MAXIMAL,1,"components,connected,components,CONNECTED_COMPONENT_EQ,CONNECTED_COMPONENT_MAXIMAL,"
COMPACT_UNIFORMLY_EQUICONTINUOUS,1,"compact,HEINE_BOREL_LEMMA,ball,OPEN_BALL,CENTRE_IN_BALL,CENTRE_IN_BALL,IN_BALL,"
COMPACT_UNIFORMLY_CONTINUOUS,1,"continuous_on,compact,uniformly_continuous_on,continuous_on,uniformly_continuous_on,COMPACT_UNIFORMLY_EQUICONTINUOUS,"
CONTINUOUS_ON_INVERSE,1,"continuous_on,compact,continuous_on,CONTINUOUS_ON_CLOSED,CLOSED_IN_CLOSED,COMPACT_IMP_CLOSED,COMPACT_CONTINUOUS_IMAGE,CLOSED_IN_SUBSET,COMPACT_EQ_BOUNDED_CLOSED,TOPSPACE_EUCLIDEAN_SUBTOPOLOGY,COMPACT_EQ_BOUNDED_CLOSED,CLOSED_IN_CLOSED_TRANS,BOUNDED_SUBSET,CONTINUOUS_ON_SUBSET,CLOSED_IN_SUBSET,TOPSPACE_EUCLIDEAN_SUBTOPOLOGY,"
CONTINUOUS_UNIFORM_LIMIT,1,"trivial_limit,eventually,continuous_on,eventually,continuous_on,continuous_on,EVENTUALLY_AND,EVENTUALLY_HAPPENS,"
OPEN_LIFT,1,"open_def,"
LIMPT_APPROACHABLE_LIFT,1,"limit_point_of,LIMPT_APPROACHABLE,"
CLOSED_LIFT,1,"closed,CLOSED_LIMPT,LIMPT_APPROACHABLE,LIMPT_APPROACHABLE_LIFT,"
CONTINUOUS_AT_LIFT_RANGE,1,"continuous,at,continuous_at,"
CONTINUOUS_ON_LIFT_RANGE,1,"continuous_on,continuous_on,"
CONTINUOUS_LIFT_NORM_COMPOSE,1,"continuous,continuous,continuous,tendsto,EVENTUALLY_MONO,"
CONTINUOUS_ON_LIFT_NORM_COMPOSE,1,"continuous_on,continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_WITHIN,CONTINUOUS_LIFT_NORM_COMPOSE,"
CONTINUOUS_AT_LIFT_NORM,1,"continuous,at,CONTINUOUS_AT_LIFT_RANGE,"
CONTINUOUS_ON_LIFT_NORM,1,"continuous_on,CONTINUOUS_ON_LIFT_RANGE,"
CONTINUOUS_AT_LIFT_COMPONENT,1,"continuous,at,continuous_at,"
CONTINUOUS_ON_LIFT_COMPONENT,1,"continuous_on,continuous_on,"
CONTINUOUS_AT_LIFT_INFNORM,1,"continuous,at,CONTINUOUS_AT,LIM_AT,"
CONTINUOUS_AT_LIFT_DIST,1,"continuous,at,CONTINUOUS_AT_LIFT_RANGE,"
CONTINUOUS_ON_LIFT_DIST,1,"continuous_on,CONTINUOUS_ON_LIFT_RANGE,"
COMPACT_ATTAINS_SUP,1,"compact,COMPACT_EQ_BOUNDED_CLOSED,BOUNDED_HAS_SUP,CLOSED_LIFT,"
COMPACT_ATTAINS_INF,1,"compact,COMPACT_EQ_BOUNDED_CLOSED,BOUNDED_HAS_INF,CLOSED_LIFT,"
CONTINUOUS_ATTAINS_SUP,1,"compact,continuous_on,COMPACT_ATTAINS_SUP,COMPACT_CONTINUOUS_IMAGE,"
CONTINUOUS_ATTAINS_INF,1,"compact,continuous_on,COMPACT_ATTAINS_INF,COMPACT_CONTINUOUS_IMAGE,"
DISTANCE_ATTAINS_SUP,1,"compact,CONTINUOUS_ATTAINS_SUP,CONTINUOUS_ON_LIFT_RANGE,"
DISTANCE_ATTAINS_INF,1,"closed,cball,CONTINUOUS_ATTAINS_INF,COMPACT_EQ_BOUNDED_CLOSED,CLOSED_INTER,BOUNDED_INTER,BOUNDED_CBALL,CLOSED_CBALL,CONTINUOUS_ON_LIFT_RANGE,IN_CBALL,IN_CBALL,"
LIM_MUL,1,"LIM_BILINEAR,"
LIM_VMUL,1,"LIM_MUL,LIM_CONST,"
CONTINUOUS_VMUL,1,"continuous,continuous,continuous,LIM_VMUL,"
CONTINUOUS_MUL,1,"continuous,continuous,continuous,continuous,LIM_MUL,"
CONTINUOUS_ON_VMUL,1,"continuous_on,continuous_on,CONTINUOUS_ON_EQ_CONTINUOUS_WITHIN,CONTINUOUS_VMUL,"
