match,item?,attributes
SIMPLY_CONNECTED_EQ_HOMOTOPIC_PATHS,1,"simply_connected,path_connected,path,path_image,path,path_image,pathstart,pathstart,pathfinish,pathfinish,homotopic_paths,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_PATH,reversepath,PATH_JOIN,PATHSTART_REVERSEPATH,PATH_REVERSEPATH,PATHSTART_JOIN,PATHFINISH_JOIN,PATHFINISH_REVERSEPATH,PATH_IMAGE_JOIN,PATH_IMAGE_REVERSEPATH,HOMOTOPIC_PATHS_TRANS,linepath,pathfinish,pathfinish,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_PATHS_RID,HOMOTOPIC_PATHS_TRANS,reversepath,HOMOTOPIC_PATHS_JOIN,HOMOTOPIC_PATHS_REFL,PATHSTART_LINEPATH,HOMOTOPIC_PATHS_LINV,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_PATHS_TRANS,reversepath,HOMOTOPIC_PATHS_ASSOC,PATH_REVERSEPATH,PATH_IMAGE_REVERSEPATH,PATHSTART_REVERSEPATH,PATHFINISH_REVERSEPATH,HOMOTOPIC_PATHS_TRANS,linepath,pathstart,pathstart,HOMOTOPIC_PATHS_JOIN,HOMOTOPIC_PATHS_RINV,HOMOTOPIC_PATHS_REFL,PATHFINISH_JOIN,PATHFINISH_REVERSEPATH,HOMOTOPIC_PATHS_LID,PATHSTART_LINEPATH,PATHFINISH_LINEPATH,PATH_LINEPATH,PATH_IMAGE_LINEPATH,PATHSTART_IN_PATH_IMAGE,"
HOMEOMORPHIC_SIMPLY_CONNECTED,1,"simply_connected,simply_connected,SIMPLY_CONNECTED_EQ_HOMOTOPIC_PATHS,PATH_CONNECTED_CONTINUOUS_IMAGE,pathstart,path,pathfinish,path_image,pathstart,path,pathfinish,path_image,HOMOTOPIC_PATHS_CONTINUOUS_IMAGE,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_PATHS_TRANS,homotopic_paths,homotopic_paths,homotopic_paths,homotopic_paths,HOMOTOPIC_PATHS_EQ,path,path_image,pathstart,pathfinish,pathstart,pathfinish,path_image,"
HOMEOMORPHIC_SIMPLY_CONNECTED_EQ,1,"simply_connected,simply_connected,HOMEOMORPHIC_SIMPLY_CONNECTED,"
SIMPLY_CONNECTED_TRANSLATION,1,"simply_connected,simply_connected,HOMEOMORPHIC_SIMPLY_CONNECTED_EQ,"
SIMPLY_CONNECTED_INJECTIVE_LINEAR_IMAGE,1,"simply_connected,simply_connected,HOMEOMORPHIC_SIMPLY_CONNECTED_EQ,"
SIMPLY_CONNECTED_PCROSS,1,"simply_connected,simply_connected,simply_connected,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ANY,path,path_image,pathstart,pathfinish,homotopic_loops,homotopic_with,pathfinish,pathstart,LINEPATH_REFL,"
SIMPLY_CONNECTED_PCROSS_EQ,1,"simply_connected,simply_connected,simply_connected,SIMPLY_CONNECTED_EMPTY,SIMPLY_CONNECTED_EMPTY,SIMPLY_CONNECTED_PCROSS,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ANY,path,path_image,pathstart,pathfinish,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ANY,path,path_image,pathstart,pathfinish,linepath,HOMOTOPIC_LOOPS_CONTINUOUS_IMAGE,LINEPATH_REFL,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ANY,path,path_image,pathstart,pathfinish,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ANY,path,path_image,pathstart,pathfinish,linepath,HOMOTOPIC_LOOPS_CONTINUOUS_IMAGE,LINEPATH_REFL,"
NULLHOMOTOPIC_FROM_SPHERE_EXTENSION,1,"homotopic_with,HOMOTOPIC_WITH,HOMOTOPIC_WITH,HOMOTOPIC_WITH_IMP_SUBSET,HOMOTOPIC_WITH_IMP_CONTINUOUS,HOMOTOPIC_WITH_SYM,homotopic_with,HOMOTOPIC_WITH,"
contractible,0,""
HOMEOMORPHIC_CONTRACTIBLE,1,"contractible,contractible,contractible,contractible,homotopic_with,HOMOTOPIC_COMPOSE_CONTINUOUS_LEFT,HOMOTOPIC_COMPOSE_CONTINUOUS_RIGHT,HOMOTOPIC_WITH_EQ,"
HOMEOMORPHIC_CONTRACTIBLE_EQ,1,"contractible,contractible,HOMEOMORPHIC_CONTRACTIBLE,HOMEOMORPHIC_CONTRACTIBLE,"
CONTRACTIBLE_TRANSLATION,1,"contractible,contractible,HOMEOMORPHIC_CONTRACTIBLE_EQ,"
CONTRACTIBLE_INJECTIVE_LINEAR_IMAGE,1,"contractible,contractible,HOMEOMORPHIC_CONTRACTIBLE_EQ,"
CONTRACTIBLE_IMP_SIMPLY_CONNECTED,1,"contractible,simply_connected,contractible,SIMPLY_CONNECTED_EMPTY,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_LOOP_ALL,homotopic_loops,HOMOTOPIC_WITH_IMP_SUBSET,path,path_image,pathfinish,pathstart,homotopic_with,homotopic_with,linepath,"
CONTRACTIBLE_IMP_CONNECTED,1,"contractible,CONTRACTIBLE_IMP_SIMPLY_CONNECTED,SIMPLY_CONNECTED_IMP_CONNECTED,"
CONTRACTIBLE_IMP_PATH_CONNECTED,1,"contractible,path_connected,CONTRACTIBLE_IMP_SIMPLY_CONNECTED,SIMPLY_CONNECTED_IMP_PATH_CONNECTED,"
STARLIKE_IMP_CONTRACTIBLE_GEN,1,"homotopic_with,homotopic_with,"
STARLIKE_IMP_CONTRACTIBLE,1,"contractible,contractible,STARLIKE_IMP_CONTRACTIBLE_GEN,"
CONTRACTIBLE_UNIV,1,"contractible,STARLIKE_IMP_CONTRACTIBLE,"
STARLIKE_IMP_SIMPLY_CONNECTED,1,"simply_connected,CONTRACTIBLE_IMP_SIMPLY_CONNECTED,STARLIKE_IMP_CONTRACTIBLE,"
CONVEX_IMP_SIMPLY_CONNECTED,1,"simply_connected,STARLIKE_IMP_SIMPLY_CONNECTED,SIMPLY_CONNECTED_EMPTY,"
STARLIKE_IMP_PATH_CONNECTED,1,"path_connected,STARLIKE_IMP_SIMPLY_CONNECTED,SIMPLY_CONNECTED_IMP_PATH_CONNECTED,"
STARLIKE_IMP_CONNECTED,1,"STARLIKE_IMP_PATH_CONNECTED,PATH_CONNECTED_IMP_CONNECTED,"
CONTRACTIBLE_EMPTY,1,"contractible,contractible,HOMOTOPIC_WITH,"
CONVEX_IMP_CONTRACTIBLE,1,"contractible,CONTRACTIBLE_EMPTY,STARLIKE_IMP_CONTRACTIBLE,"
CONTRACTIBLE_PCROSS,1,"contractible,contractible,contractible,contractible,homotopic_with,"
CONTRACTIBLE_PCROSS_EQ,1,"contractible,contractible,contractible,CONTRACTIBLE_EMPTY,CONTRACTIBLE_EMPTY,CONTRACTIBLE_PCROSS,contractible,homotopic_with,"
NULLHOMOTOPIC_THROUGH_CONTRACTIBLE,1,"contractible,homotopic_with,contractible,HOMOTOPIC_COMPOSE_CONTINUOUS_LEFT,HOMOTOPIC_COMPOSE_CONTINUOUS_RIGHT,"
NULLHOMOTOPIC_INTO_CONTRACTIBLE,1,"contractible,homotopic_with,NULLHOMOTOPIC_THROUGH_CONTRACTIBLE,"
NULLHOMOTOPIC_FROM_CONTRACTIBLE,1,"contractible,homotopic_with,NULLHOMOTOPIC_THROUGH_CONTRACTIBLE,"
CONTRACTIBLE_PUNCTURED_SPHERE,1,"contractible,contractible,HOMOTOPIC_WITH_SYM,HOMOTOPIC_WITH,"
SIMPLY_CONNECTED_UNION,1,"simply_connected,simply_connected,path_connected,simply_connected,SIMPLY_CONNECTED_EQ_CONTRACTIBLE_PATH,PATH_CONNECTED_UNION,pathstart,PATHSTART_IN_PATH_IMAGE,path_image,subpath,path_image,subpath,path_image,COMPACT_PATH_IMAGE,path,path_image,path_image,PATH_IMAGE_SUBPATH_SUBSET,PATH_IMAGE_SUBPATH_GEN,path,path_image,homotopic_paths,subpath,pathfinish,SUBPATH_TRIVIAL,HOMOTOPIC_PATHS_TRANS,HOMOTOPIC_PATHS_IMP_PATHSTART,HOMOTOPIC_PATHS_IMP_PATHFINISH,HOMOTOPIC_PATHS_SUBSET,path_image,subpath,path_image,subpath,linepath,SUBPATH_REFL,HOMOTOPIC_PATHS_REFL,PATH_LINEPATH,PATH_IMAGE_LINEPATH,pathstart,pathstart,pathstart,path,path_image,homotopic_paths,subpath,path_image,subpath,path_image,subpath,path_image,path_image,subpath,path_image,subpath,PATH_IMAGE_SUBPATH_GEN,UNION_SEGMENT,subpath,PATH_JOIN_IMP,HOMOTOPIC_PATHS_IMP_PATHFINISH,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,PATH_SUBPATH,SUBSET_PATH_IMAGE_JOIN,HOMOTOPIC_PATHS_TRANS,subpath,subpath,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_JOIN_SUBPATHS,HOMOTOPIC_PATHS_JOIN,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,HOMOTOPIC_PATHS_SUBSET,HOMOTOPIC_PATHS_REFL,PATH_SUBPATH,PATHSTART_IN_PATH_IMAGE,PATHFINISH_IN_PATH_IMAGE,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,path_connected,path_connected,path,path_image,pathfinish,pathstart,homotopic_paths,linepath,pathstart,pathstart,subpath,reversepath,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,PATHSTART_JOIN,PATHFINISH_JOIN,PATHFINISH_REVERSEPATH,SUBSET_PATH_IMAGE_JOIN,PATH_IMAGE_REVERSEPATH,PATH_JOIN_IMP,PATH_REVERSEPATH,PATHFINISH_SUBPATH,PATHSTART_REVERSEPATH,PATH_SUBPATH,HOMOTOPIC_PATHS_IMP_HOMOTOPIC_LOOPS,PATHFINISH_LINEPATH,PATHSTART_SUBPATH,PATHSTART_JOIN,PATHFINISH_JOIN,PATHFINISH_REVERSEPATH,HOMOTOPIC_PATHS_LOOP_PARTS,HOMOTOPIC_PATHS_IMP_PATHSTART,HOMOTOPIC_PATHS_IMP_PATHFINISH,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,PATH_JOIN,PATH_IMAGE_JOIN,HOMOTOPIC_PATHS_TRANS,subpath,subpath,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_JOIN_SUBPATHS,HOMOTOPIC_PATHS_JOIN,PATHSTART_SUBPATH,PATHFINISH_SUBPATH,HOMOTOPIC_PATHS_SUBSET,"
SIMPLY_CONNECTED_SPHERE,1,"simply_connected,SIMPLY_CONNECTED_EMPTY,CONVEX_IMP_SIMPLY_CONNECTED,SIMPLY_CONNECTED_UNION,CONTRACTIBLE_IMP_SIMPLY_CONNECTED,CONTRACTIBLE_PUNCTURED_SPHERE,PATH_CONNECTED_UNION,path_connected,PATH_CONNECTED_CONVEX_DIFF_CARD_LT,PATH_CONNECTED_CONTINUOUS_IMAGE,path_connected,path_connected,path_connected,"
covering_space,0,""
COVERING_SPACE_IMP_CONTINUOUS,1,"covering_space,covering_space,"
COVERING_SPACE_IMP_SURJECTIVE,1,"covering_space,covering_space,"
HOMEOMORPHISM_IMP_COVERING_SPACE,1,"covering_space,covering_space,"
COVERING_SPACE_LOCAL_HOMEOMORPHISM,1,"covering_space,covering_space,"
COVERING_SPACE_LOCAL_HOMEOMORPHISM_ALT,1,"covering_space,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_LOCAL_HOMEOMORPHISM,"
COVERING_SPACE_OPEN_MAP,1,"covering_space,covering_space,"
COVERING_SPACE_QUOTIENT_MAP,1,"covering_space,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_IMP_CONTINUOUS,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_OPEN_MAP,"
COVERING_SPACE_LOCALLY,1,"covering_space,locally,locally,COVERING_SPACE_IMP_SURJECTIVE,LOCALLY_OPEN_MAP_IMAGE,COVERING_SPACE_IMP_CONTINUOUS,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_OPEN_MAP,"
COVERING_SPACE_LOCALLY_CONNECTED,1,"covering_space,locally,locally,COVERING_SPACE_LOCALLY,COVERING_SPACE_IMP_CONTINUOUS,"
COVERING_SPACE_LOCALLY_PATH_CONNECTED,1,"covering_space,locally,path_connected,locally,path_connected,COVERING_SPACE_LOCALLY,path_connected,PATH_CONNECTED_CONTINUOUS_IMAGE,COVERING_SPACE_IMP_CONTINUOUS,"
COVERING_SPACE_LIFT_UNIQUE_GEN,1,"covering_space,COVERING_SPACE_LOCAL_HOMEOMORPHISM,"
COVERING_SPACE_LIFT_UNIQUE,1,"covering_space,COVERING_SPACE_LIFT_UNIQUE_GEN,"
COVERING_SPACE_LIFT_UNIQUE_IDENTITY,1,"covering_space,path_connected,path_connected,path,path_image,pathstart,pathfinish,COVERING_SPACE_LIFT_UNIQUE,covering_space,"
COVERING_SPACE_LIFT_HOMOTOPY,1,"covering_space,COVERING_SPACE_LIFT_UNIQUE,covering_space,"
COVERING_SPACE_LIFT_HOMOTOPIC_FUNCTION,1,"covering_space,homotopic_with,homotopic_with,COVERING_SPACE_LIFT_HOMOTOPY,"
COVERING_SPACE_LIFT_INESSENTIAL_FUNCTION,1,"covering_space,homotopic_with,HOMOTOPIC_WITH_SYM,COVERING_SPACE_LIFT_HOMOTOPIC_FUNCTION,HOMOTOPIC_WITH_IMP_SUBSET,COVERING_SPACE_IMP_SURJECTIVE,"
COVERING_SPACE_LIFT_HOMOTOPY_ALT,1,"covering_space,COVERING_SPACE_LIFT_HOMOTOPY,"
COVERING_SPACE_LIFT_PATH_STRONG,1,"covering_space,path,path_image,pathstart,path,path_image,pathstart,path_image,path,pathstart,COVERING_SPACE_LIFT_HOMOTOPY,"
COVERING_SPACE_LIFT_PATH,1,"covering_space,path,path_image,path,path_image,path_image,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_LIFT_PATH_STRONG,pathstart,"
COVERING_SPACE_LIFT_HOMOTOPIC_PATHS,1,"covering_space,path,path_image,path,path_image,homotopic_paths,path,path_image,path,path_image,pathstart,pathstart,homotopic_paths,HOMOTOPIC_PATHS,homotopic_paths,homotopic_with,pathstart,pathfinish,pathstart,COVERING_SPACE_LIFT_HOMOTOPY_ALT,pathstart,PATHSTART_IN_PATH_IMAGE,COVERING_SPACE_LIFT_UNIQUE,path_image,pathstart,pathfinish,path,pathstart,pathfinish,pathstart,COVERING_SPACE_LIFT_UNIQUE,pathfinish,pathfinish,pathfinish,PATHFINISH_IN_PATH_IMAGE,pathfinish,PATHFINISH_IN_PATH_IMAGE,"
COVERING_SPACE_MONODROMY,1,"covering_space,path,path_image,path,path_image,homotopic_paths,path,path_image,path,path_image,pathstart,pathstart,pathfinish,pathfinish,COVERING_SPACE_LIFT_HOMOTOPIC_PATHS,HOMOTOPIC_PATHS_IMP_PATHFINISH,"
COVERING_SPACE_LIFT_HOMOTOPIC_PATH,1,"covering_space,homotopic_paths,path,path_image,pathstart,pathfinish,path,path_image,pathstart,pathfinish,HOMOTOPIC_PATHS_SYM,HOMOTOPIC_PATHS_IMP_PATH,HOMOTOPIC_PATHS_IMP_SUBSET,COVERING_SPACE_LIFT_PATH_STRONG,pathstart,HOMOTOPIC_PATHS_IMP_PATHSTART,PATHSTART_IN_PATH_IMAGE,pathfinish,COVERING_SPACE_MONODROMY,"
COVERING_SPACE_LIFT_GENERAL,1,"covering_space,path_connected,locally,path_connected,path,path_image,pathstart,pathfinish,path,path_image,pathstart,pathfinish,homotopic_paths,path,path_image,pathstart,pathfinish,path,path_image,pathstart,path_connected,COVERING_SPACE_LIFT_PATH_STRONG,PATH_IMAGE_COMPOSE,PATHSTART_COMPOSE,PATH_CONTINUOUS_IMAGE,path,path_image,pathstart,pathfinish,path,path_image,pathstart,pathfinish,reversepath,PATH_JOIN,PATHSTART_JOIN,PATHFINISH_JOIN,PATH_REVERSEPATH,PATHSTART_REVERSEPATH,PATHFINISH_REVERSEPATH,SUBSET_PATH_IMAGE_JOIN,PATH_IMAGE_REVERSEPATH,reversepath,pathstart,pathfinish,HOMOTOPIC_PATHS_SYM,COVERING_SPACE_LIFT_HOMOTOPIC_PATH,path,reversepath,PATH_JOIN_EQ,PATH_REVERSEPATH,PATHSTART_REVERSEPATH,PATH_EQ,joinpaths,COVERING_SPACE_LIFT_UNIQUE,reversepath,joinpaths,HOMOTOPIC_PATHS_IMP_PATH,path,path_image,reversepath,HOMOTOPIC_PATHS_IMP_SUBSET,path_image,joinpaths,path,path_image,path_image,joinpaths,path,path_image,path_image,pathstart,pathstart,pathstart,reversepath,reversepath,COVERING_SPACE_LIFT_UNIQUE,reversepath,joinpaths,HOMOTOPIC_PATHS_IMP_PATH,path,path_image,reversepath,HOMOTOPIC_PATHS_IMP_SUBSET,path_image,joinpaths,path,path_image,path_image,joinpaths,path,PATH_REVERSEPATH,path_image,reversepath,PATH_IMAGE_REVERSEPATH,path_image,reversepath,pathfinish,reversepath,pathstart,pathstart,PATHFINISH_IN_PATH_IMAGE,linepath,linepath,PATH_LINEPATH,PATH_IMAGE_LINEPATH,PATHSTART_LINEPATH,PATHFINISH_LINEPATH,LINEPATH_REFL,pathfinish,covering_space,path_connected,LOCALLY_PATH_CONNECTED,path_connected,PATHSTART_JOIN,PATHFINISH_JOIN,path_image,SUBSET_PATH_IMAGE_JOIN,PATHFINISH_COMPOSE,PATH_JOIN,SUBSET_PATH_IMAGE_JOIN,PATH_JOIN_IMP,PATHSTART_COMPOSE,PATH_CONTINUOUS_IMAGE,pathfinish,SUBSET_PATH_IMAGE_JOIN,PATH_IMAGE_COMPOSE,joinpaths,path_image,"
COVERING_SPACE_LIFT_STRONGER,1,"covering_space,path_connected,locally,path_connected,path,path_image,pathstart,pathfinish,homotopic_paths,linepath,COVERING_SPACE_LIFT_GENERAL,HOMOTOPIC_PATHS_IMP_PATHSTART,PATHSTART_COMPOSE,PATHSTART_LINEPATH,linepath,PATH_LINEPATH,PATHSTART_LINEPATH,PATHFINISH_LINEPATH,PATH_IMAGE_LINEPATH,LINEPATH_REFL,LINEPATH_REFL,"
COVERING_SPACE_LIFT_STRONG,1,"covering_space,simply_connected,locally,path_connected,COVERING_SPACE_LIFT_STRONGER,SIMPLY_CONNECTED_IMP_PATH_CONNECTED,linepath,linepath,LINEPATH_REFL,HOMOTOPIC_PATHS_CONTINUOUS_IMAGE,SIMPLY_CONNECTED_EQ_HOMOTOPIC_PATHS,PATH_LINEPATH,PATHSTART_LINEPATH,PATHFINISH_LINEPATH,PATH_IMAGE_LINEPATH,"
COVERING_SPACE_LIFT,1,"covering_space,simply_connected,locally,path_connected,COVERING_SPACE_LIFT_STRONG,COVERING_SPACE_IMP_SURJECTIVE,"
CARD_EQ_COVERING_MAP_FIBRES,1,"covering_space,path_connected,path_connected,path,path_image,pathstart,COVERING_SPACE_LIFT_PATH_STRONG,pathfinish,pathfinish,path_image,pathstart,pathfinish,reversepath,reversepath,reversepath,reversepath,COVERING_SPACE_MONODROMY,PATHSTART_REVERSEPATH,PATHFINISH_REVERSEPATH,PATH_REVERSEPATH,PATH_IMAGE_REVERSEPATH,HOMOTOPIC_PATHS_REFL,pathfinish,reversepath,"
COVERING_SPACE_INJECTIVE,1,"covering_space,path_connected,simply_connected,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_IMP_CONTINUOUS,path_connected,COVERING_SPACE_LIFT_PATH_STRONG,linepath,path,linepath,path,path_image,linepath,path_image,PATH_CONTINUOUS_IMAGE,PATH_LINEPATH,PATH_IMAGE_LINEPATH,PATH_IMAGE_COMPOSE,PATH_IMAGE_LINEPATH,PATHSTART_COMPOSE,PATHSTART_LINEPATH,linepath,COVERING_SPACE_MONODROMY,SIMPLY_CONNECTED_EQ_HOMOTOPIC_PATHS,PATHSTART_COMPOSE,PATHFINISH_COMPOSE,PATHSTART_LINEPATH,PATHFINISH_LINEPATH,pathfinish,linepath,PATHFINISH_LINEPATH,pathfinish,COVERING_SPACE_LIFT_UNIQUE,path,PATH_LINEPATH,path_image,PATH_IMAGE_LINEPATH,pathstart,LINEPATH_REFL,PATH_IMAGE_COMPOSE,PATH_CONTINUOUS_IMAGE,"
COVERING_SPACE_HOMEOMORPHISM,1,"covering_space,path_connected,simply_connected,COVERING_SPACE_IMP_CONTINUOUS,COVERING_SPACE_IMP_SURJECTIVE,COVERING_SPACE_INJECTIVE,COVERING_SPACE_OPEN_MAP,"
face_of,0,""
FACE_OF_TRANSLATION_EQ,1,"face_of,face_of,face_of,"
FACE_OF_LINEAR_IMAGE,1,"face_of,face_of,face_of,"
FACE_OF_REFL,1,"face_of,face_of,"
FACE_OF_REFL_EQ,1,"face_of,face_of,"
EMPTY_FACE_OF,1,"face_of,face_of,"
FACE_OF_EMPTY,1,"face_of,face_of,"
FACE_OF_TRANS,1,"face_of,face_of,face_of,face_of,"
FACE_OF_FACE,1,"face_of,face_of,face_of,face_of,"
FACE_OF_SUBSET,1,"face_of,face_of,face_of,"
FACE_OF_SLICE,1,"face_of,face_of,face_of,"
FACE_OF_INTER,1,"face_of,face_of,face_of,face_of,"
FACE_OF_INTERS,1,"face_of,face_of,face_of,"
FACE_OF_INTER_INTER,1,"face_of,face_of,face_of,face_of,"
FACE_OF_STILLCONVEX,1,"face_of,face_of,"
FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE_STRONG,1,"face_of,face_of,"
FACE_OF_INTER_SUPPORTING_HYPERPLANE_GE_STRONG,1,"face_of,FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE_STRONG,"
FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,1,"face_of,FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE_STRONG,"
FACE_OF_INTER_SUPPORTING_HYPERPLANE_GE,1,"face_of,FACE_OF_INTER_SUPPORTING_HYPERPLANE_GE_STRONG,"
FACE_OF_IMP_SUBSET,1,"face_of,face_of,"
FACE_OF_IMP_CONVEX,1,"face_of,face_of,"
FACE_OF_IMP_CLOSED,1,"face_of,FACE_OF_STILLCONVEX,"
FACE_OF_IMP_COMPACT,1,"face_of,FACE_OF_IMP_SUBSET,FACE_OF_IMP_CLOSED,"
SUBSET_OF_FACE_OF,1,"face_of,face_of,"
FACE_OF_EQ,1,"face_of,face_of,SUBSET_OF_FACE_OF,FACE_OF_IMP_SUBSET,"
FACE_OF_DISJOINT_RELATIVE_INTERIOR,1,"face_of,SUBSET_OF_FACE_OF,FACE_OF_IMP_SUBSET,"
FACE_OF_DISJOINT_INTERIOR,1,"face_of,FACE_OF_DISJOINT_RELATIVE_INTERIOR,"
FACE_OF_AFF_DIM_LT,1,"face_of,FACE_OF_IMP_SUBSET,FACE_OF_EQ,FACE_OF_REFL,FACE_OF_IMP_CONVEX,FACE_OF_IMP_SUBSET,"
FACE_OF_CONVEX_HULLS,1,"face_of,face_of,"
FACE_OF_CONVEX_HULL_INSERT,1,"face_of,face_of,FACE_OF_TRANS,FACE_OF_CONVEX_HULLS,"
FACE_OF_AFFINE_TRIVIAL,1,"face_of,FACE_OF_IMP_SUBSET,face_of,"
INTERS_FACES_FINITE_BOUND,1,"face_of,face_of,FACE_OF_IMP_SUBSET,FACE_OF_AFF_DIM_LT,FACE_OF_INTERS,FACE_OF_IMP_SUBSET,FACE_OF_AFF_DIM_LT,FACE_OF_IMP_CONVEX,FACE_OF_FACE,FACE_OF_INTERS,"
INTERS_FACES_FINITE_ALTBOUND,1,"face_of,FACE_OF_AFF_DIM_LT,FACE_OF_IMP_CONVEX,FACE_OF_FACE,FACE_OF_INTERS,"
FACES_OF_TRANSLATION,1,"face_of,face_of,FACE_OF_TRANSLATION_EQ,"
FACES_OF_LINEAR_IMAGE,1,"face_of,face_of,face_of,"
FACE_OF_CONIC,1,"face_of,face_of,"
exposed_face_of,0,""
EMPTY_EXPOSED_FACE_OF,1,"exposed_face_of,exposed_face_of,EMPTY_FACE_OF,"
EXPOSED_FACE_OF_REFL_EQ,1,"exposed_face_of,exposed_face_of,FACE_OF_REFL_EQ,"
EXPOSED_FACE_OF_REFL,1,"exposed_face_of,EXPOSED_FACE_OF_REFL_EQ,"
EXPOSED_FACE_OF,1,"exposed_face_of,face_of,EMPTY_EXPOSED_FACE_OF,EMPTY_FACE_OF,EXPOSED_FACE_OF_REFL_EQ,FACE_OF_REFL_EQ,exposed_face_of,"
EXPOSED_FACE_OF_TRANSLATION_EQ,1,"exposed_face_of,exposed_face_of,exposed_face_of,FACE_OF_TRANSLATION_EQ,"
EXPOSED_FACE_OF_LINEAR_IMAGE,1,"exposed_face_of,exposed_face_of,exposed_face_of,FACE_OF_LINEAR_IMAGE,"
EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,1,"exposed_face_of,FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,exposed_face_of,"
EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_GE,1,"exposed_face_of,EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,"
EXPOSED_FACE_OF_INTER,1,"exposed_face_of,exposed_face_of,exposed_face_of,exposed_face_of,FACE_OF_INTER,"
EXPOSED_FACE_OF_INTERS,1,"exposed_face_of,exposed_face_of,INTERS_FACES_FINITE_ALTBOUND,exposed_face_of,exposed_face_of,EXPOSED_FACE_OF_INTER,"
EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,1,"exposed_face_of,exposed_face_of,FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,"
EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_GE,1,"exposed_face_of,EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,"
EXPOSED_FACE_OF_SUMS,1,"exposed_face_of,exposed_face_of,exposed_face_of,EXPOSED_FACE_OF,EMPTY_EXPOSED_FACE_OF,EXPOSED_FACE_OF_REFL,EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,EXPOSED_FACE_OF_INTER_SUPPORTING_HYPERPLANE_LE,"
EXPOSED_FACE_OF_PARALLEL,1,"exposed_face_of,face_of,exposed_face_of,"
extreme_point_of,0,""
EXTREME_POINT_OF_STILLCONVEX,1,"extreme_point_of,extreme_point_of,"
FACE_OF_SING,1,"face_of,extreme_point_of,face_of,extreme_point_of,"
EXTREME_POINT_NOT_IN_RELATIVE_INTERIOR,1,"extreme_point_of,FACE_OF_SING,FACE_OF_DISJOINT_RELATIVE_INTERIOR,"
EXTREME_POINT_NOT_IN_INTERIOR,1,"extreme_point_of,EXTREME_POINT_NOT_IN_RELATIVE_INTERIOR,"
EXTREME_POINT_OF_FACE,1,"face_of,extreme_point_of,extreme_point_of,FACE_OF_SING,FACE_OF_FACE,"
EXTREME_POINT_OF_MIDPOINT,1,"extreme_point_of,extreme_point_of,"
EXTREME_POINT_OF_CONVEX_HULL,1,"extreme_point_of,EXTREME_POINT_OF_STILLCONVEX,"
EXTREME_POINTS_OF_CONVEX_HULL,1,"extreme_point_of,EXTREME_POINT_OF_CONVEX_HULL,"
EXTREME_POINT_OF_EMPTY,1,"extreme_point_of,extreme_point_of,"
EXTREME_POINT_OF_SING,1,"extreme_point_of,extreme_point_of,"
EXTREME_POINT_OF_TRANSLATION_EQ,1,"extreme_point_of,extreme_point_of,extreme_point_of,"
EXTREME_POINT_OF_LINEAR_IMAGE,1,"extreme_point_of,extreme_point_of,FACE_OF_SING,"
EXTREME_POINTS_OF_TRANSLATION,1,"extreme_point_of,extreme_point_of,EXTREME_POINT_OF_TRANSLATION_EQ,"
EXTREME_POINT_OF_INTER,1,"extreme_point_of,extreme_point_of,extreme_point_of,extreme_point_of,"
EXTREME_POINTS_OF_LINEAR_IMAGE,1,"extreme_point_of,extreme_point_of,extreme_point_of,"
